Epoch: 001, Train Acc: 0.0559, Test Acc: 0.0552, Train Acc Top5: 0.1964, Test Acc Top5: 0.2044
Epoch: 017, Train Acc: 0.3297, Test Acc: 0.1657, Train Acc Top5: 0.7279, Test Acc Top5: 0.5276
Epoch: 018, Train Acc: 0.3441, Test Acc: 0.1575, Train Acc Top5: 0.7279, Test Acc Top5: 0.4945
Epoch: 019, Train Acc: 0.3423, Test Acc: 0.1713, Train Acc Top5: 0.7279, Test Acc Top5: 0.4834
Epoch: 020, Train Acc: 0.3405, Test Acc: 0.1630, Train Acc Top5: 0.7297, Test Acc Top5: 0.4862
Epoch: 021, Train Acc: 0.3207, Test Acc: 0.1796, Train Acc Top5: 0.7297, Test Acc Top5: 0.5000
Epoch: 022, Train Acc: 0.3405, Test Acc: 0.1934, Train Acc Top5: 0.7622, Test Acc Top5: 0.5193
Epoch: 023, Train Acc: 0.3946, Test Acc: 0.1685, Train Acc Top5: 0.7766, Test Acc Top5: 0.5276
Epoch: 024, Train Acc: 0.3423, Test Acc: 0.2017, Train Acc Top5: 0.7387, Test Acc Top5: 0.5221
Epoch: 025, Train Acc: 0.4090, Test Acc: 0.1823, Train Acc Top5: 0.7856, Test Acc Top5: 0.5304
Epoch: 026, Train Acc: 0.4000, Test Acc: 0.1796, Train Acc Top5: 0.7874, Test Acc Top5: 0.5028
Epoch: 027, Train Acc: 0.4198, Test Acc: 0.2017, Train Acc Top5: 0.7982, Test Acc Top5: 0.5221
Epoch: 028, Train Acc: 0.4270, Test Acc: 0.1796, Train Acc Top5: 0.7982, Test Acc Top5: 0.5055
Epoch: 029, Train Acc: 0.4541, Test Acc: 0.1851, Train Acc Top5: 0.7928, Test Acc Top5: 0.5442
Epoch: 030, Train Acc: 0.4577, Test Acc: 0.1547, Train Acc Top5: 0.7802, Test Acc Top5: 0.5028
Epoch: 031, Train Acc: 0.4234, Test Acc: 0.1768, Train Acc Top5: 0.8018, Test Acc Top5: 0.4890
Epoch: 032, Train Acc: 0.4486, Test Acc: 0.1906, Train Acc Top5: 0.8108, Test Acc Top5: 0.5442
Epoch: 033, Train Acc: 0.4775, Test Acc: 0.1823, Train Acc Top5: 0.8198, Test Acc Top5: 0.5249
Epoch: 034, Train Acc: 0.4595, Test Acc: 0.1878, Train Acc Top5: 0.8360, Test Acc Top5: 0.5387
Epoch: 035, Train Acc: 0.4739, Test Acc: 0.1934, Train Acc Top5: 0.8414, Test Acc Top5: 0.5276
Epoch: 036, Train Acc: 0.4667, Test Acc: 0.1989, Train Acc Top5: 0.8360, Test Acc Top5: 0.5304
Epoch: 037, Train Acc: 0.4414, Test Acc: 0.1934, Train Acc Top5: 0.8288, Test Acc Top5: 0.5221
Epoch: 038, Train Acc: 0.4883, Test Acc: 0.2072, Train Acc Top5: 0.8505, Test Acc Top5: 0.5552
Epoch: 039, Train Acc: 0.4919, Test Acc: 0.1878, Train Acc Top5: 0.8523, Test Acc Top5: 0.5442
Epoch: 040, Train Acc: 0.4919, Test Acc: 0.2044, Train Acc Top5: 0.8595, Test Acc Top5: 0.5331
Epoch: 041, Train Acc: 0.4955, Test Acc: 0.1851, Train Acc Top5: 0.8505, Test Acc Top5: 0.5276
Epoch: 042, Train Acc: 0.5261, Test Acc: 0.2182, Train Acc Top5: 0.8721, Test Acc Top5: 0.5359
Epoch: 043, Train Acc: 0.5586, Test Acc: 0.2127, Train Acc Top5: 0.8847, Test Acc Top5: 0.5552
Epoch: 044, Train Acc: 0.5333, Test Acc: 0.1934, Train Acc Top5: 0.8667, Test Acc Top5: 0.5359
Epoch: 045, Train Acc: 0.5225, Test Acc: 0.1989, Train Acc Top5: 0.8486, Test Acc Top5: 0.5304
Epoch: 046, Train Acc: 0.5063, Test Acc: 0.2238, Train Acc Top5: 0.8577, Test Acc Top5: 0.5221
Epoch: 047, Train Acc: 0.5297, Test Acc: 0.2072, Train Acc Top5: 0.8559, Test Acc Top5: 0.5276
Epoch: 048, Train Acc: 0.5604, Test Acc: 0.2265, Train Acc Top5: 0.8847, Test Acc Top5: 0.5497
Epoch: 049, Train Acc: 0.5514, Test Acc: 0.2099, Train Acc Top5: 0.8937, Test Acc Top5: 0.5552
Epoch: 050, Train Acc: 0.5514, Test Acc: 0.2155, Train Acc Top5: 0.8901, Test Acc Top5: 0.5580
Epoch: 051, Train Acc: 0.5694, Test Acc: 0.2238, Train Acc Top5: 0.8955, Test Acc Top5: 0.5442
Epoch: 052, Train Acc: 0.5550, Test Acc: 0.1934, Train Acc Top5: 0.8793, Test Acc Top5: 0.5442
Epoch: 053, Train Acc: 0.5640, Test Acc: 0.2182, Train Acc Top5: 0.8937, Test Acc Top5: 0.5331
Epoch: 054, Train Acc: 0.5568, Test Acc: 0.2127, Train Acc Top5: 0.8901, Test Acc Top5: 0.5414
Epoch: 055, Train Acc: 0.5874, Test Acc: 0.2210, Train Acc Top5: 0.9045, Test Acc Top5: 0.5331
Epoch: 056, Train Acc: 0.5856, Test Acc: 0.2155, Train Acc Top5: 0.9171, Test Acc Top5: 0.5414
Epoch: 057, Train Acc: 0.5820, Test Acc: 0.2155, Train Acc Top5: 0.9063, Test Acc Top5: 0.5470
Epoch: 058, Train Acc: 0.5838, Test Acc: 0.1878, Train Acc Top5: 0.8901, Test Acc Top5: 0.5249
Epoch: 059, Train Acc: 0.5982, Test Acc: 0.2155, Train Acc Top5: 0.9117, Test Acc Top5: 0.5387
Epoch: 060, Train Acc: 0.6108, Test Acc: 0.2155, Train Acc Top5: 0.9135, Test Acc Top5: 0.5414
Epoch: 061, Train Acc: 0.5982, Test Acc: 0.2265, Train Acc Top5: 0.9207, Test Acc Top5: 0.5193
Epoch: 062, Train Acc: 0.6288, Test Acc: 0.2182, Train Acc Top5: 0.9153, Test Acc Top5: 0.5387
Epoch: 063, Train Acc: 0.6234, Test Acc: 0.2238, Train Acc Top5: 0.9243, Test Acc Top5: 0.5497
Epoch: 064, Train Acc: 0.6306, Test Acc: 0.2155, Train Acc Top5: 0.9081, Test Acc Top5: 0.5552
Epoch: 065, Train Acc: 0.6180, Test Acc: 0.2155, Train Acc Top5: 0.9243, Test Acc Top5: 0.5221
Epoch: 066, Train Acc: 0.6324, Test Acc: 0.2044, Train Acc Top5: 0.9153, Test Acc Top5: 0.5580
Epoch: 067, Train Acc: 0.6414, Test Acc: 0.2376, Train Acc Top5: 0.9387, Test Acc Top5: 0.5304
Epoch: 068, Train Acc: 0.6126, Test Acc: 0.2265, Train Acc Top5: 0.9189, Test Acc Top5: 0.5442
Epoch: 069, Train Acc: 0.6288, Test Acc: 0.2044, Train Acc Top5: 0.9297, Test Acc Top5: 0.5304
Epoch: 070, Train Acc: 0.6360, Test Acc: 0.2320, Train Acc Top5: 0.9333, Test Acc Top5: 0.5359
Epoch: 071, Train Acc: 0.6613, Test Acc: 0.2155, Train Acc Top5: 0.9279, Test Acc Top5: 0.5414
Epoch: 072, Train Acc: 0.6324, Test Acc: 0.2320, Train Acc Top5: 0.9387, Test Acc Top5: 0.5608
Epoch: 073, Train Acc: 0.6595, Test Acc: 0.2431, Train Acc Top5: 0.9315, Test Acc Top5: 0.5470
Epoch: 074, Train Acc: 0.6468, Test Acc: 0.2182, Train Acc Top5: 0.9279, Test Acc Top5: 0.5414
Epoch: 075, Train Acc: 0.6216, Test Acc: 0.2182, Train Acc Top5: 0.9387, Test Acc Top5: 0.5442
Epoch: 076, Train Acc: 0.6613, Test Acc: 0.2099, Train Acc Top5: 0.9495, Test Acc Top5: 0.5801
Epoch: 077, Train Acc: 0.6306, Test Acc: 0.2127, Train Acc Top5: 0.9405, Test Acc Top5: 0.5331
Epoch: 078, Train Acc: 0.6378, Test Acc: 0.2348, Train Acc Top5: 0.9423, Test Acc Top5: 0.5497
Epoch: 079, Train Acc: 0.6865, Test Acc: 0.2210, Train Acc Top5: 0.9351, Test Acc Top5: 0.5331
Epoch: 080, Train Acc: 0.6685, Test Acc: 0.2486, Train Acc Top5: 0.9495, Test Acc Top5: 0.5552
Epoch: 081, Train Acc: 0.6739, Test Acc: 0.2155, Train Acc Top5: 0.9423, Test Acc Top5: 0.5580
Epoch: 082, Train Acc: 0.6757, Test Acc: 0.2320, Train Acc Top5: 0.9351, Test Acc Top5: 0.5497
Epoch: 083, Train Acc: 0.6955, Test Acc: 0.2293, Train Acc Top5: 0.9441, Test Acc Top5: 0.5497
Epoch: 084, Train Acc: 0.6937, Test Acc: 0.2348, Train Acc Top5: 0.9477, Test Acc Top5: 0.5414
Epoch: 085, Train Acc: 0.6991, Test Acc: 0.2376, Train Acc Top5: 0.9459, Test Acc Top5: 0.5414
Epoch: 086, Train Acc: 0.7117, Test Acc: 0.2514, Train Acc Top5: 0.9477, Test Acc Top5: 0.5497
Epoch: 087, Train Acc: 0.7063, Test Acc: 0.2320, Train Acc Top5: 0.9514, Test Acc Top5: 0.5635
Epoch: 088, Train Acc: 0.7135, Test Acc: 0.2459, Train Acc Top5: 0.9568, Test Acc Top5: 0.5608
Epoch: 089, Train Acc: 0.7171, Test Acc: 0.2431, Train Acc Top5: 0.9477, Test Acc Top5: 0.5497
Epoch: 090, Train Acc: 0.7027, Test Acc: 0.2597, Train Acc Top5: 0.9586, Test Acc Top5: 0.5525
Epoch: 091, Train Acc: 0.7207, Test Acc: 0.2431, Train Acc Top5: 0.9640, Test Acc Top5: 0.5414
Epoch: 092, Train Acc: 0.7171, Test Acc: 0.2459, Train Acc Top5: 0.9640, Test Acc Top5: 0.5387
Epoch: 093, Train Acc: 0.7351, Test Acc: 0.2459, Train Acc Top5: 0.9622, Test Acc Top5: 0.5387
Epoch: 094, Train Acc: 0.7153, Test Acc: 0.2238, Train Acc Top5: 0.9604, Test Acc Top5: 0.5442
Epoch: 095, Train Acc: 0.7189, Test Acc: 0.2403, Train Acc Top5: 0.9658, Test Acc Top5: 0.5470
Epoch: 096, Train Acc: 0.7261, Test Acc: 0.2459, Train Acc Top5: 0.9694, Test Acc Top5: 0.5414
Epoch: 097, Train Acc: 0.7423, Test Acc: 0.2403, Train Acc Top5: 0.9586, Test Acc Top5: 0.5497
Epoch: 098, Train Acc: 0.7045, Test Acc: 0.2210, Train Acc Top5: 0.9495, Test Acc Top5: 0.5470
Epoch: 099, Train Acc: 0.7405, Test Acc: 0.2320, Train Acc Top5: 0.9658, Test Acc Top5: 0.5359
Epoch: 100, Train Acc: 0.7495, Test Acc: 0.2182, Train Acc Top5: 0.9712, Test Acc Top5: 0.5359
Epoch: 101, Train Acc: 0.7477, Test Acc: 0.2348, Train Acc Top5: 0.9640, Test Acc Top5: 0.5331
Epoch: 102, Train Acc: 0.7423, Test Acc: 0.2541, Train Acc Top5: 0.9694, Test Acc Top5: 0.5414
Epoch: 103, Train Acc: 0.7712, Test Acc: 0.2486, Train Acc Top5: 0.9694, Test Acc Top5: 0.5414
Epoch: 104, Train Acc: 0.7550, Test Acc: 0.2238, Train Acc Top5: 0.9658, Test Acc Top5: 0.5608
Epoch: 105, Train Acc: 0.7622, Test Acc: 0.2348, Train Acc Top5: 0.9730, Test Acc Top5: 0.5331
Epoch: 106, Train Acc: 0.8036, Test Acc: 0.2459, Train Acc Top5: 0.9730, Test Acc Top5: 0.5442
Epoch: 107, Train Acc: 0.7495, Test Acc: 0.2459, Train Acc Top5: 0.9730, Test Acc Top5: 0.5608
Epoch: 108, Train Acc: 0.7550, Test Acc: 0.2514, Train Acc Top5: 0.9658, Test Acc Top5: 0.5276
Epoch: 109, Train Acc: 0.7802, Test Acc: 0.2265, Train Acc Top5: 0.9712, Test Acc Top5: 0.5331
Epoch: 110, Train Acc: 0.7514, Test Acc: 0.2293, Train Acc Top5: 0.9766, Test Acc Top5: 0.5497
Epoch: 111, Train Acc: 0.7514, Test Acc: 0.2541, Train Acc Top5: 0.9712, Test Acc Top5: 0.5331
Epoch: 112, Train Acc: 0.7532, Test Acc: 0.2624, Train Acc Top5: 0.9802, Test Acc Top5: 0.5304
Epoch: 113, Train Acc: 0.7802, Test Acc: 0.2293, Train Acc Top5: 0.9748, Test Acc Top5: 0.5635
Epoch: 114, Train Acc: 0.7514, Test Acc: 0.2431, Train Acc Top5: 0.9694, Test Acc Top5: 0.5414
Epoch: 115, Train Acc: 0.7676, Test Acc: 0.2182, Train Acc Top5: 0.9802, Test Acc Top5: 0.5552
Epoch: 116, Train Acc: 0.7748, Test Acc: 0.2486, Train Acc Top5: 0.9766, Test Acc Top5: 0.5470
Epoch: 117, Train Acc: 0.7712, Test Acc: 0.2293, Train Acc Top5: 0.9802, Test Acc Top5: 0.5304
Epoch: 118, Train Acc: 0.7910, Test Acc: 0.2514, Train Acc Top5: 0.9892, Test Acc Top5: 0.5387
Epoch: 119, Train Acc: 0.7928, Test Acc: 0.2320, Train Acc Top5: 0.9730, Test Acc Top5: 0.5497
Epoch: 120, Train Acc: 0.7748, Test Acc: 0.2348, Train Acc Top5: 0.9820, Test Acc Top5: 0.5525
Epoch: 121, Train Acc: 0.7694, Test Acc: 0.2431, Train Acc Top5: 0.9766, Test Acc Top5: 0.5470
Epoch: 122, Train Acc: 0.7586, Test Acc: 0.2293, Train Acc Top5: 0.9640, Test Acc Top5: 0.5635
Epoch: 123, Train Acc: 0.8216, Test Acc: 0.2348, Train Acc Top5: 0.9784, Test Acc Top5: 0.5442
Epoch: 124, Train Acc: 0.8180, Test Acc: 0.2597, Train Acc Top5: 0.9874, Test Acc Top5: 0.5552
Epoch: 125, Train Acc: 0.8180, Test Acc: 0.2403, Train Acc Top5: 0.9820, Test Acc Top5: 0.5304
Epoch: 126, Train Acc: 0.8288, Test Acc: 0.2431, Train Acc Top5: 0.9820, Test Acc Top5: 0.5580
Epoch: 127, Train Acc: 0.8144, Test Acc: 0.2459, Train Acc Top5: 0.9766, Test Acc Top5: 0.5442
Epoch: 128, Train Acc: 0.8414, Test Acc: 0.2514, Train Acc Top5: 0.9784, Test Acc Top5: 0.5635
Epoch: 129, Train Acc: 0.8342, Test Acc: 0.2403, Train Acc Top5: 0.9856, Test Acc Top5: 0.5829
Epoch: 130, Train Acc: 0.8360, Test Acc: 0.2652, Train Acc Top5: 0.9874, Test Acc Top5: 0.5580
Epoch: 131, Train Acc: 0.8360, Test Acc: 0.2514, Train Acc Top5: 0.9874, Test Acc Top5: 0.5497
Epoch: 132, Train Acc: 0.8090, Test Acc: 0.2155, Train Acc Top5: 0.9820, Test Acc Top5: 0.5470
Epoch: 133, Train Acc: 0.8288, Test Acc: 0.2293, Train Acc Top5: 0.9856, Test Acc Top5: 0.5580
Epoch: 134, Train Acc: 0.8378, Test Acc: 0.2597, Train Acc Top5: 0.9874, Test Acc Top5: 0.5635
Epoch: 135, Train Acc: 0.8324, Test Acc: 0.2486, Train Acc Top5: 0.9892, Test Acc Top5: 0.5663
Epoch: 136, Train Acc: 0.8216, Test Acc: 0.2238, Train Acc Top5: 0.9874, Test Acc Top5: 0.5331
Epoch: 137, Train Acc: 0.7694, Test Acc: 0.2348, Train Acc Top5: 0.9820, Test Acc Top5: 0.5249
Epoch: 138, Train Acc: 0.8234, Test Acc: 0.2541, Train Acc Top5: 0.9892, Test Acc Top5: 0.5552
Epoch: 139, Train Acc: 0.8306, Test Acc: 0.2403, Train Acc Top5: 0.9838, Test Acc Top5: 0.5331
Epoch: 140, Train Acc: 0.8450, Test Acc: 0.2403, Train Acc Top5: 0.9910, Test Acc Top5: 0.5663
Epoch: 141, Train Acc: 0.8360, Test Acc: 0.2541, Train Acc Top5: 0.9838, Test Acc Top5: 0.5635
Epoch: 142, Train Acc: 0.8559, Test Acc: 0.2652, Train Acc Top5: 0.9856, Test Acc Top5: 0.5635
Epoch: 143, Train Acc: 0.8559, Test Acc: 0.2624, Train Acc Top5: 0.9874, Test Acc Top5: 0.5525
Epoch: 144, Train Acc: 0.8288, Test Acc: 0.2403, Train Acc Top5: 0.9892, Test Acc Top5: 0.5773
Epoch: 145, Train Acc: 0.8468, Test Acc: 0.2818, Train Acc Top5: 0.9910, Test Acc Top5: 0.5635
Epoch: 146, Train Acc: 0.8180, Test Acc: 0.2155, Train Acc Top5: 0.9784, Test Acc Top5: 0.5580
Epoch: 147, Train Acc: 0.8306, Test Acc: 0.2431, Train Acc Top5: 0.9802, Test Acc Top5: 0.5387
Epoch: 148, Train Acc: 0.8252, Test Acc: 0.2541, Train Acc Top5: 0.9874, Test Acc Top5: 0.5552
Epoch: 149, Train Acc: 0.8342, Test Acc: 0.2182, Train Acc Top5: 0.9892, Test Acc Top5: 0.5691
Epoch: 150, Train Acc: 0.8342, Test Acc: 0.2293, Train Acc Top5: 0.9874, Test Acc Top5: 0.5387
Epoch: 151, Train Acc: 0.8288, Test Acc: 0.2238, Train Acc Top5: 0.9928, Test Acc Top5: 0.5691
Epoch: 152, Train Acc: 0.8234, Test Acc: 0.2486, Train Acc Top5: 0.9910, Test Acc Top5: 0.5414
Epoch: 153, Train Acc: 0.8360, Test Acc: 0.2459, Train Acc Top5: 0.9964, Test Acc Top5: 0.5635
Epoch: 154, Train Acc: 0.8306, Test Acc: 0.2265, Train Acc Top5: 0.9874, Test Acc Top5: 0.5442
Epoch: 155, Train Acc: 0.7964, Test Acc: 0.2569, Train Acc Top5: 0.9874, Test Acc Top5: 0.5635
Epoch: 156, Train Acc: 0.8505, Test Acc: 0.2569, Train Acc Top5: 0.9928, Test Acc Top5: 0.5497
Epoch: 157, Train Acc: 0.8721, Test Acc: 0.2597, Train Acc Top5: 0.9892, Test Acc Top5: 0.5635
Epoch: 158, Train Acc: 0.8775, Test Acc: 0.2735, Train Acc Top5: 0.9928, Test Acc Top5: 0.5801
Epoch: 159, Train Acc: 0.8901, Test Acc: 0.2680, Train Acc Top5: 0.9928, Test Acc Top5: 0.5663
Epoch: 160, Train Acc: 0.8865, Test Acc: 0.2652, Train Acc Top5: 0.9928, Test Acc Top5: 0.5552
Epoch: 161, Train Acc: 0.8793, Test Acc: 0.2459, Train Acc Top5: 0.9964, Test Acc Top5: 0.5635
Epoch: 162, Train Acc: 0.8973, Test Acc: 0.2735, Train Acc Top5: 0.9964, Test Acc Top5: 0.5884
Epoch: 163, Train Acc: 0.8631, Test Acc: 0.2348, Train Acc Top5: 0.9928, Test Acc Top5: 0.5525
Epoch: 164, Train Acc: 0.8721, Test Acc: 0.2652, Train Acc Top5: 0.9946, Test Acc Top5: 0.5552
Epoch: 165, Train Acc: 0.8829, Test Acc: 0.2376, Train Acc Top5: 1.0000, Test Acc Top5: 0.5691
Epoch: 166, Train Acc: 0.8991, Test Acc: 0.2541, Train Acc Top5: 0.9946, Test Acc Top5: 0.5663
Epoch: 167, Train Acc: 0.8396, Test Acc: 0.2155, Train Acc Top5: 0.9964, Test Acc Top5: 0.5663
Epoch: 168, Train Acc: 0.8721, Test Acc: 0.2514, Train Acc Top5: 0.9964, Test Acc Top5: 0.5635
Epoch: 169, Train Acc: 0.8703, Test Acc: 0.2569, Train Acc Top5: 0.9964, Test Acc Top5: 0.5746
Epoch: 170, Train Acc: 0.8865, Test Acc: 0.2486, Train Acc Top5: 0.9892, Test Acc Top5: 0.5801
Epoch: 171, Train Acc: 0.9153, Test Acc: 0.2541, Train Acc Top5: 0.9946, Test Acc Top5: 0.5801
Epoch: 172, Train Acc: 0.8829, Test Acc: 0.2514, Train Acc Top5: 0.9982, Test Acc Top5: 0.5691
Epoch: 173, Train Acc: 0.9117, Test Acc: 0.2541, Train Acc Top5: 0.9964, Test Acc Top5: 0.5691
Epoch: 174, Train Acc: 0.8829, Test Acc: 0.2431, Train Acc Top5: 0.9964, Test Acc Top5: 0.5691
Epoch: 175, Train Acc: 0.9009, Test Acc: 0.2348, Train Acc Top5: 0.9964, Test Acc Top5: 0.5663
Epoch: 176, Train Acc: 0.8793, Test Acc: 0.2707, Train Acc Top5: 0.9928, Test Acc Top5: 0.5580
Epoch: 177, Train Acc: 0.8937, Test Acc: 0.2514, Train Acc Top5: 0.9928, Test Acc Top5: 0.5580
Epoch: 178, Train Acc: 0.8991, Test Acc: 0.2320, Train Acc Top5: 0.9946, Test Acc Top5: 0.5442
Epoch: 179, Train Acc: 0.9225, Test Acc: 0.2597, Train Acc Top5: 0.9982, Test Acc Top5: 0.5635
Epoch: 180, Train Acc: 0.9189, Test Acc: 0.2541, Train Acc Top5: 1.0000, Test Acc Top5: 0.5663
Epoch: 181, Train Acc: 0.9225, Test Acc: 0.2541, Train Acc Top5: 0.9946, Test Acc Top5: 0.5663
Epoch: 182, Train Acc: 0.9225, Test Acc: 0.2431, Train Acc Top5: 0.9982, Test Acc Top5: 0.5718
Epoch: 183, Train Acc: 0.8991, Test Acc: 0.2348, Train Acc Top5: 0.9928, Test Acc Top5: 0.5773
Epoch: 184, Train Acc: 0.8414, Test Acc: 0.2155, Train Acc Top5: 0.9910, Test Acc Top5: 0.5470
Epoch: 185, Train Acc: 0.9099, Test Acc: 0.2735, Train Acc Top5: 0.9946, Test Acc Top5: 0.5884
Epoch: 186, Train Acc: 0.9189, Test Acc: 0.2514, Train Acc Top5: 0.9964, Test Acc Top5: 0.5967
Epoch: 187, Train Acc: 0.9135, Test Acc: 0.2459, Train Acc Top5: 1.0000, Test Acc Top5: 0.5552
Epoch: 188, Train Acc: 0.9045, Test Acc: 0.2486, Train Acc Top5: 0.9928, Test Acc Top5: 0.5552
Epoch: 189, Train Acc: 0.9207, Test Acc: 0.2376, Train Acc Top5: 1.0000, Test Acc Top5: 0.5414
Epoch: 190, Train Acc: 0.9333, Test Acc: 0.2514, Train Acc Top5: 1.0000, Test Acc Top5: 0.5470
Epoch: 191, Train Acc: 0.9261, Test Acc: 0.2459, Train Acc Top5: 0.9946, Test Acc Top5: 0.5470
Epoch: 192, Train Acc: 0.9171, Test Acc: 0.2459, Train Acc Top5: 0.9964, Test Acc Top5: 0.5856
Epoch: 193, Train Acc: 0.8973, Test Acc: 0.2624, Train Acc Top5: 0.9964, Test Acc Top5: 0.5801
Epoch: 194, Train Acc: 0.9135, Test Acc: 0.2680, Train Acc Top5: 0.9946, Test Acc Top5: 0.5663
Epoch: 195, Train Acc: 0.9369, Test Acc: 0.2514, Train Acc Top5: 0.9982, Test Acc Top5: 0.5773
Epoch: 196, Train Acc: 0.9189, Test Acc: 0.2459, Train Acc Top5: 0.9964, Test Acc Top5: 0.5635
Epoch: 197, Train Acc: 0.9351, Test Acc: 0.2541, Train Acc Top5: 1.0000, Test Acc Top5: 0.5773
Epoch: 198, Train Acc: 0.9279, Test Acc: 0.2403, Train Acc Top5: 0.9964, Test Acc Top5: 0.5801
Epoch: 199, Train Acc: 0.9387, Test Acc: 0.2403, Train Acc Top5: 0.9982, Test Acc Top5: 0.5773
Epoch: 200, Train Acc: 0.9333, Test Acc: 0.2348, Train Acc Top5: 0.9982, Test Acc Top5: 0.5552
